iter	Logloss
254	0.1712796332
255	0.171040741
256	0.1707967222
257	0.1705267036
258	0.1702137539
259	0.1699677775
260	0.1695616726
261	0.1692569664
262	0.1689279809
263	0.1686053597
264	0.1683359337
265	0.1681751954
266	0.1678432668
267	0.1675736137
268	0.1672425897
269	0.1670928778
270	0.1667348107
271	0.1664322877
272	0.1661693536
273	0.1659071022
274	0.1656696751
275	0.1654588913
276	0.165226183
277	0.16499668
278	0.164771158
279	0.1645416954
280	0.1642267209
281	0.1639476043
282	0.1635993441
283	0.1633734429
284	0.1631483279
285	0.1629960099
286	0.1626712929
287	0.1624543569
288	0.162183382
289	0.1619421723
290	0.1617261321
291	0.1614643519
292	0.1612577709
293	0.1609936699
294	0.1607682823
295	0.1604803253
296	0.1602444567
297	0.1600355868
298	0.1598210563
299	0.159543977
300	0.1593663157
301	0.1591118554
302	0.1589283261
303	0.1587267192
304	0.158515426
305	0.1582333476
306	0.1579977823
307	0.1577838805
308	0.1574802148
309	0.1573143454
310	0.1570921489
311	0.1568747804
312	0.1566793657
313	0.1565042637
314	0.156270994
315	0.1561067374
316	0.1560117345
317	0.1558160083
318	0.155558972
319	0.1553263177
320	0.1551974252
321	0.1549742792
322	0.1548048514
323	0.1546179631
324	0.1544486585
325	0.154269148
326	0.1540710477
327	0.1538451704
328	0.153675846
329	0.1534353275
330	0.1532410145
331	0.1530348806
332	0.1528834669
333	0.1527000383
334	0.1525340156
335	0.1523582415
336	0.1521285877
337	0.151920943
338	0.1517167569
339	0.1515418352
340	0.1513671955
341	0.1511843168
342	0.1510566491
343	0.150805254
344	0.1506566525
345	0.1503490564
346	0.1500844578
347	0.1498983192
348	0.1496747415
349	0.1495218198
350	0.1493325934
351	0.1490897286
352	0.1488898943
353	0.1486655406
354	0.1484401932
355	0.1481626897
356	0.1478783359
357	0.1477371443
358	0.147409805
359	0.1472690224
360	0.1470804414
361	0.146931786
362	0.146713151
363	0.1465019769
364	0.1462614941
365	0.146035461
366	0.1458308749
367	0.1456699644
368	0.145561709
369	0.1453168501
370	0.1451211381
371	0.1448917582
372	0.1446142782
373	0.144434505
374	0.1442882211
375	0.144049043
376	0.1438271893
377	0.1435924307
378	0.1434390179
379	0.1432233127
380	0.1430166585
381	0.1428295959
382	0.142599072
383	0.1424096454
384	0.1421955449
385	0.1420544899
386	0.141795454
387	0.1416509494
388	0.1414217957
389	0.1412482989
390	0.14101721
391	0.1408410437
392	0.1406685954
393	0.1405559218
394	0.1403563325
395	0.140131903
396	0.1399670924
397	0.139782218
398	0.1396143615
399	0.139474149
400	0.1393158651
401	0.139183698
402	0.1390681598
403	0.13884554
404	0.1386776001
405	0.1384392996
406	0.1382335797
407	0.1380080478
408	0.1378496832
409	0.1376166423
410	0.1374656815
411	0.1373221715
412	0.1370516356
413	0.1369527557
414	0.1368210672
415	0.136604977
416	0.1364445827
417	0.1363088617
418	0.1362385324
419	0.1360348076
420	0.135833164
421	0.135640299
422	0.1355129923
423	0.1354238609
424	0.1353328132
425	0.1351950013
426	0.1350516884
427	0.1348339138
428	0.1346673231
429	0.1345322197
430	0.1343362191
431	0.134216087
432	0.1340825995
433	0.1339422666
434	0.1337754203
435	0.1336073362
436	0.133457602
437	0.1333034466
438	0.1331870909
439	0.1329757674
440	0.1327842898
441	0.1326349132
442	0.1324492864
443	0.1323130216
444	0.1322056911
445	0.1320924427
446	0.131948273
447	0.1318026704
448	0.1316707663
449	0.131479737
450	0.1312590811
451	0.1311278853
452	0.1309889973
453	0.1307730035
454	0.1306797935
455	0.1305134703
456	0.130393434
457	0.1301758804
458	0.1300125008
459	0.1299195312
460	0.1297852898
461	0.129636823
462	0.1295080078
463	0.129413958
464	0.1292825065
465	0.1291955844
466	0.1290454458
467	0.1288840664
468	0.1287660112
469	0.1285979233
470	0.1284402254
471	0.1282454281
472	0.1281642988
473	0.128007038
474	0.1278589356
475	0.1277187563
476	0.1275718957
477	0.1274086014
478	0.1273002374
479	0.1271246534
480	0.1269874844
481	0.1268728591
482	0.1267923228
483	0.1265632646
484	0.1264130333
485	0.126188914
486	0.1261100445
487	0.1259352986
488	0.1258284013
489	0.1257073128
490	0.1255282813
491	0.1254165574
492	0.1253078887
493	0.1252109617
494	0.125060987
495	0.1249595638
496	0.1248666322
497	0.1247518613
498	0.1245975114
499	0.1244720428
500	0.1243045748
501	0.124151778
502	0.1240145951
503	0.1238151264
504	0.123622252
505	0.1235216754
506	0.1233675527
507	0.12328411
508	0.1231375709
509	0.1230034594
510	0.1228829255
511	0.1227594021
512	0.1226009829
513	0.1224354224
514	0.1222907162
515	0.1221006253
516	0.1219254085
517	0.1218403661
518	0.1217454464
519	0.1215745424
520	0.121403442
521	0.1212736166
522	0.1211973646
523	0.1210271426
524	0.1208910584
525	0.1207524195
526	0.1206518908
527	0.1204666452
528	0.1202807347
529	0.1202033199
530	0.1200895232
531	0.1198472324
532	0.1197622789
533	0.1196367289
534	0.1194830447
535	0.1194197068
536	0.1192864154
537	0.1191988151
538	0.1190287594
539	0.1189522239
540	0.1188366788
541	0.1187203639
542	0.1185220185
543	0.1183897069
544	0.1182620984
545	0.1181139886
546	0.1179915013
547	0.1178469828
548	0.1177370507
549	0.1176113148
550	0.1174357859
551	0.1172909031
552	0.1171703415
553	0.1170635565
554	0.1169819863
555	0.1168766782
556	0.1167797512
557	0.1166611333
558	0.1164864303
559	0.1163488725
560	0.1162735616
561	0.1161132859
562	0.1159885419
563	0.1158391781
564	0.1156980497
565	0.1155902212
566	0.1154465751
567	0.1152831335
568	0.1151439457
569	0.115053314
570	0.1149007253
571	0.1147861667
572	0.1146506929
573	0.1145612335
574	0.1143923688
575	0.1142593897
576	0.1141341459
577	0.1140194886
578	0.1139217703
579	0.1138074723
580	0.1137331438
581	0.1136142457
582	0.1135124811
583	0.1133769229
584	0.1132462998
585	0.1131265864
586	0.1129704159
587	0.1128177967
588	0.1127203348
589	0.1126066328
590	0.1125006479
591	0.1123903942
592	0.1122796014
593	0.1121861618
594	0.1120359072
595	0.1118584591
596	0.1117121972
597	0.1115537707
598	0.1113823281
599	0.1112544199
600	0.1111036558
601	0.1109664905
602	0.1108581405
603	0.1107791592
604	0.1106665016
605	0.1105674061
606	0.1104424229
607	0.1103347844
608	0.1101838521
609	0.1100838959
610	0.1099821805
611	0.1098852592
612	0.1097602404
613	0.1096269233
614	0.1095435121
615	0.1094302172
616	0.1093625827
617	0.1092412208
618	0.1091535936
619	0.1090687064
620	0.1089461213
621	0.108846715
622	0.108748056
623	0.108625093
624	0.1085032489
625	0.1083989563
626	0.1082043708
627	0.1080868395
628	0.1080337687
629	0.1079444099
630	0.1078280445
631	0.1077144049
632	0.1076198324
633	0.1075246883
634	0.1073957669
635	0.1072765079
636	0.1071756599
637	0.1071048423
638	0.1069980934
639	0.1068619166
640	0.1067691579
641	0.1066782828
642	0.1065627836
643	0.1064554417
644	0.1063928756
645	0.1062756849
646	0.1062077504
647	0.1061027704
648	0.1060179569
649	0.1058718137
650	0.1057366399
651	0.1056341178
652	0.1055435882
653	0.1054728937
654	0.1054214217
655	0.1053063349
656	0.1051343457
657	0.1050025542
658	0.1049306044
659	0.1048096522
660	0.1047067167
661	0.104609363
662	0.1045284379
663	0.1044433572
664	0.1043027203
665	0.1041841272
666	0.1041011228
667	0.1040192203
668	0.1039213463
669	0.1038092388
670	0.1036444462
671	0.1035802144
672	0.1035152436
673	0.1034358622
674	0.1033432833
675	0.1032213453
676	0.1031456409
677	0.1030802724
678	0.1029674148
679	0.1028752766
680	0.1027840558
681	0.1026869011
682	0.1026026848
683	0.1025133683
684	0.1024131183
685	0.1023189636
686	0.102211972
687	0.1021276303
688	0.1020677492
689	0.1019983228
690	0.1018943062
691	0.1018191242
692	0.1016663814
693	0.1015469288
694	0.1014275968
695	0.1013236091
696	0.1011771504
697	0.1010652458
698	0.1009926286
699	0.1008869036
700	0.1007835394
701	0.1006828353
702	0.1006008016
703	0.1004907654
704	0.100416957
705	0.100330006
706	0.1002262119
707	0.1001006299
708	0.1000398181
709	0.09997817762
710	0.09990181974
711	0.09978715182
712	0.09969409713
713	0.09957425501
714	0.09949261273
715	0.0994036166
716	0.09929534766
717	0.09920528932
718	0.09909630152
719	0.09897070491
720	0.09887357527
721	0.09873763583
722	0.09857538531
723	0.09848382445
724	0.09841417558
725	0.09834903776
726	0.09826870204
727	0.09818345862
728	0.09812369976
729	0.09804191693
730	0.09796010602
731	0.09784105184
732	0.09774192492
733	0.09768423375
734	0.09760569516
735	0.09752288014
736	0.09742923154
737	0.09735776902
738	0.09724455267
739	0.09712510058
740	0.09702932438
741	0.09695976126
742	0.0968525239
743	0.09674614889
744	0.09666095206
745	0.09656108253
746	0.0964461597
747	0.09636671303
748	0.09627488431
749	0.0961689007
750	0.09608398681
751	0.09601072663
752	0.09593819118
753	0.09584419147
754	0.09575117777
755	0.09563591345
756	0.09559358754
757	0.09550303497
758	0.09543531381
759	0.09535628531
760	0.09522850006
761	0.09516215009
762	0.09506404849
763	0.09498749564
764	0.09492254531
765	0.09487150213
766	0.09476789869
767	0.09470806842
768	0.09462662127
769	0.09454701288
770	0.09442699228
771	0.09432730356
772	0.09419244179
773	0.09409082267
774	0.09398986512
775	0.0939368474
776	0.09386066431
777	0.09379108819
778	0.09369726916
779	0.09363604341
780	0.09354022393
781	0.09346251016
782	0.09338308746
783	0.09329434034
784	0.09317287559
785	0.09305246981
786	0.09294898542
787	0.09281955405
788	0.09275503002
789	0.09266676849
790	0.09258679113
791	0.09249902138
792	0.09238108769
793	0.09225426406
794	0.09218337482
795	0.09204830673
796	0.09199639859
797	0.09192653418
798	0.09184453183
799	0.09173100478
800	0.09165189884
801	0.09157443725
802	0.09150519444
803	0.09139206574
804	0.09134398816
805	0.09128694295
806	0.09120275678
807	0.09113421729
808	0.09105906683
809	0.09096497661
810	0.09092234012
811	0.09083525771
812	0.09073342405
813	0.09066744039
814	0.09052230225
815	0.09045299584
816	0.09038649547
817	0.09030170002
818	0.09022691875
819	0.09012621882
820	0.09003444772
821	0.08992973564
822	0.08986829531
823	0.08977987224
824	0.08973229695
825	0.08964120727
826	0.08957208541
827	0.08948543436
828	0.08938100104
829	0.08930391481
830	0.08919805561
831	0.08912325727
832	0.08905994749
833	0.08897924008
834	0.08886762946
835	0.08879709366
836	0.08872418005
837	0.08862204981
838	0.08851656136
839	0.08844070719
840	0.08834579301
841	0.08828758296
842	0.08821273508
843	0.08815468607
844	0.08802284251
845	0.08790781787
846	0.08783548138
847	0.08773317059
848	0.08763285691
849	0.08753646434
850	0.08746241479
851	0.08740635799
852	0.08734837075
853	0.08727820762
854	0.08719472436
855	0.0870699275
856	0.08697827956
857	0.08686782456
858	0.08682130812
859	0.08676897603
860	0.08671077678
861	0.08663782829
862	0.08659047704
863	0.08649873774
864	0.08645966873
865	0.08642388863
866	0.08632257793
867	0.086241636
868	0.08612029632
869	0.08605502776
870	0.08595381996
871	0.08589774582
872	0.08583192893
873	0.08574376662
874	0.08562732212
875	0.08551854438
876	0.08539617743
877	0.08531637605
878	0.08524448752
879	0.08516496921
880	0.08509610946
881	0.08500906009
882	0.08492173585
883	0.08481789569
884	0.08469392124
885	0.08459021894
886	0.08450565573
887	0.08444510975
888	0.08436620888
889	0.08430986981
890	0.08422512532
891	0.08416761173
892	0.08409656357
893	0.08401640637
894	0.08396391802
895	0.08389596369
896	0.08383676931
897	0.083791781
898	0.08370890519
899	0.08364662173
900	0.08358951003
901	0.08353937923
902	0.08346841878
903	0.08340651817
904	0.08334719844
905	0.08326667362
906	0.0831997154
907	0.08315777966
908	0.08310206602
909	0.08303322244
910	0.08297401879
911	0.08288202421
912	0.08279587041
913	0.08271773069
914	0.08264007511
915	0.08256988854
916	0.08250553482
917	0.08238341952
918	0.08232271905
919	0.08224390942
920	0.08213543456
921	0.08208917999
922	0.08202670158
923	0.08194745155
924	0.08186706382
925	0.08182063995
926	0.08166083875
927	0.08161262091
928	0.08152968874
929	0.08145505949
930	0.08136862463
931	0.08128593559
932	0.08115735266
933	0.08112105133
934	0.08101849881
935	0.0809464215
936	0.08083286948
937	0.08074667017
938	0.08068946907
939	0.08060000428
940	0.08051079844
941	0.08043447174
942	0.0804036502
943	0.08031517352
944	0.08021961536
945	0.08011449422
946	0.08004146434
947	0.07996257137
948	0.07990915926
949	0.07985063496
950	0.07976085479
951	0.07969928082
952	0.079630046
953	0.07959145832
954	0.07951228588
955	0.07941355578
956	0.07934321274
957	0.07926063855
958	0.07918843177
959	0.07912880448
960	0.07904177739
961	0.07897551032
962	0.07893625094
963	0.07888249074
964	0.07879781845
965	0.07874412764
966	0.07869632164
967	0.0786434622
968	0.07856511386
969	0.07850698091
970	0.07845676623
971	0.07839531934
972	0.07831988861
973	0.07824488294
974	0.07820919911
975	0.0781256875
976	0.07799227606
977	0.07794645851
978	0.07788231466
979	0.07780504618
980	0.0777205673
981	0.07768044322
982	0.07760185601
983	0.07754688374
984	0.07745978095
985	0.07739142035
986	0.07731974067
987	0.07725537764
988	0.07721732884
989	0.07715497261
990	0.0770706481
991	0.07703066746
992	0.07698123847
993	0.07690640347
994	0.07680440733
995	0.07674402738
996	0.07669894379
997	0.076631831
998	0.07658204332
999	0.07648257363
